symbol,name,big in(%),small in(%),price(%),turnover,big/price
sz002269,美邦服饰,18.9,7.5,10.99,187.589,1.72
sz000551,创元科技,19.5,1.0,11.36,214.636,1.72
sh600159,大龙地产,64.9,7.6,37.76,383.665,1.72
sh600603,大洲兴业,29.7,3.8,17.28,366.534,1.72
sh600594,益佰制药,25.8,-1.9,15.02,443.53,1.72
sz002553,南方轴承,28.8,13.1,16.76,532.44,1.72
sh600435,北方导航,26.0,1.0,15.09,490.372,1.72
sh600774,汉商集团,25.1,11.6,14.7,72.2502,1.71
sz000828,东莞控股,31.5,12.6,18.41,128.282,1.71
sz000004,国农科技,26.0,0.2,15.24,338.388,1.71
sz000628,高新发展,18.4,6.5,10.73,1022.95,1.71
sh600158,中体产业,33.0,1.6,19.37,1387.44,1.7
sh600368,五洲交通,12.9,3.6,7.61,414.029,1.7
sh600089,特变电工,12.3,-0.4,7.24,313.841,1.7
sz002174,游族网络,26.7,7.3,15.78,604.512,1.69
sh600808,马钢股份,20.7,4.9,12.29,198.872,1.68
sz000818,方大化工,31.8,-3.5,18.96,380.983,1.68
sh600139,西部资源,37.6,0.5,22.32,176.919,1.68
sz002600,江粉磁材,32.4,4.1,19.44,484.028,1.67
sz002628,成都路桥,15.0,2.6,8.97,451.333,1.67
sz000667,美好集团,24.4,10.3,14.74,564.107,1.66
sz000521,美菱电器,14.9,8.0,8.99,282.068,1.66
sh600776,东方通信,31.8,2.2,19.32,143.875,1.65
sz002423,中原特钢,13.2,18.6,7.98,120.621,1.65
sz000663,永安林业,29.0,-9.5,17.56,444.689,1.65
sh600343,航天动力,19.0,3.7,11.56,301.424,1.64
sh600493,凤竹纺织,50.5,-0.3,30.82,375.108,1.64
sh601218,吉鑫科技,23.0,2.3,14.03,270.109,1.64
sz002729,好利来,42.9,19.1,26.26,355.964,1.63
sz000798,中水渔业,27.4,5.6,16.79,166.595,1.63
sh600360,华微电子,32.4,-0.5,19.93,419.666,1.63
sz002647,宏磊股份,37.6,7.0,23.0,550.452,1.63
sh600126,杭钢股份,16.1,0.3,9.9,147.404,1.63
sh600221,海南航空,19.8,-0.2,12.23,547.897,1.62
sz000638,万方发展,44.4,18.9,27.44,315.821,1.62
sh603025,大豪科技,49.1,4.5,30.31,2361.65,1.62
sh600180,瑞茂通,46.7,4.0,28.9,561.987,1.62
sz002415,海康威视,10.4,0.2,6.46,162.298,1.61
sh600560,金自天正,33.0,-0.4,20.56,539.32,1.61
sz000428,华天酒店,36.1,-0.8,22.45,182.505,1.61
sz002604,龙力生物,25.1,-0.9,15.57,431.41,1.61
sh600039,四川路桥,9.2,8.1,5.7,595.329,1.61
sz002344,海宁皮城,26.5,10.0,16.48,234.569,1.61
sh600234,山水文化,29.9,5.0,18.58,388.373,1.61
sz000823,超声电子,14.9,9.1,9.31,310.526,1.6
sz000682,东方电子,31.5,4.2,19.73,495.829,1.6
sz002056,横店东磁,13.8,11.0,8.69,173.938,1.59
sh600654,中安消,34.7,3.1,21.79,379.581,1.59
sh600958,东方证券,3.9,0.3,2.46,875.788,1.59
sz002047,宝鹰股份,51.1,13.8,32.38,522.662,1.58
sh600333,长春燃气,37.4,0.0,23.62,302.349,1.58
sz002597,金禾实业,18.7,15.6,11.91,242.676,1.57
sz002287,奇正藏药,14.6,-18.0,9.27,60.5467,1.57
sh600298,安琪酵母,15.4,6.8,9.81,230.561,1.57
sz002497,雅化集团,14.5,10.4,9.23,325.833,1.57
sh600088,中视传媒,21.5,3.8,13.79,348.445,1.56
sz000821,京山轻机,21.1,7.1,13.5,501.545,1.56
sz002401,中海科技,37.4,6.7,24.17,301.539,1.55
sz000635,英 力 特,14.0,-12.5,9.06,165.4,1.55
sz002074,东源电器,32.1,2.9,20.9,273.763,1.54
sz002017,东信和平,29.3,7.3,19.01,858.887,1.54
sh600663,陆家嘴,33.0,-0.9,21.48,68.2207,1.54
sz002286,保龄宝,32.0,5.6,20.74,476.777,1.54
sh600820,隧道股份,23.6,1.6,15.37,326.388,1.54
sz000915,山大华特,36.0,5.6,23.61,335.737,1.52
sz000953,河池化工,37.6,-2.5,24.8,240.841,1.52
sz002094,青岛金王,42.5,2.5,27.98,387.461,1.52
sh600358,国旅联合,40.4,0.8,26.5,694.082,1.52
sz002632,道明光学,40.1,-6.9,26.31,231.88,1.52
sz000608,阳光股份,29.0,-5.8,19.03,264.227,1.52
sz002685,华东重机,34.6,9.4,22.69,822.122,1.52
sh600855,航天长峰,6.1,8.2,4.03,240.383,1.51
sh603688,石英股份,31.5,0.9,20.83,492.328,1.51
sz002385,大北农,19.8,1.3,13.07,292.884,1.51
sz002575,群兴玩具,30.7,3.4,20.38,228.85,1.51
sz002514,宝馨科技,22.3,6.1,14.77,201.739,1.51
sh600238,海南椰岛,21.4,3.8,14.14,234.644,1.51
sz002362,汉王科技,21.3,8.9,14.22,1270.18,1.5
sz000882,华联股份,23.0,7.5,15.42,557.137,1.49
sz002638,勤上光电,40.2,1.8,26.91,954.165,1.49
sz002002,鸿达兴业,25.5,-2.5,17.13,483.921,1.49
sh600893,中航动力,15.8,1.2,10.59,146.362,1.49
sh600288,大恒科技,35.9,7.0,24.09,262.53,1.49
sh600647,同达创业,31.2,11.1,21.01,193.684,1.49
sz000748,长城信息,29.4,8.5,19.77,125.548,1.49
sz000835,长城动漫,30.7,13.9,20.63,1709.86,1.49
sz002641,永高股份,18.7,1.9,12.55,122.373,1.49
sz002089,新 海 宜,40.8,11.5,27.5,468.033,1.48
sz002623,亚玛顿,16.1,1.1,10.89,132.725,1.48
sz002545,东方铁塔,15.8,-1.3,10.66,262.602,1.48
sh600847,万里股份,39.4,18.7,26.69,177.091,1.48
sh600520,中发科技,32.9,-3.2,22.23,501.808,1.48
sh603126,中材节能,21.1,6.0,14.27,588.085,1.48
sz000718,苏宁环球,22.2,8.1,14.99,194.748,1.48
sz000695,滨海能源,21.3,-5.3,14.37,283.84,1.48
sz002719,麦趣尔,19.0,0.7,12.84,591.354,1.48
sz000670,盈方微,23.5,1.4,15.87,355.783,1.48
sh603338,浙江鼎力,34.3,-0.2,23.34,865.692,1.47
sz000576,广东甘化,48.7,8.3,33.17,606.721,1.47
sh600505,西昌电力,6.0,-11.1,4.09,301.728,1.47
sz002099,海翔药业,32.7,18.8,22.36,584.785,1.46
sz002570,贝因美,13.6,1.1,9.3,161.696,1.46
sz000791,甘肃电投,28.0,6.9,19.12,392.439,1.46
sz000751,锌业股份,11.5,9.5,7.9,528.809,1.46
sz002342,巨力索具,23.5,6.8,16.14,377.823,1.46
sh600125,铁龙物流,18.4,2.5,12.68,340.332,1.45
sh600567,山鹰纸业,9.4,3.4,6.49,582.131,1.45
sh600829,人民同泰,18.9,-6.8,13.0,103.053,1.45
sz000554,泰山石油,17.2,4.9,11.95,570.595,1.44
sh603998,方盛制药,23.7,3.3,16.49,929.744,1.44
sz002321,华英农业,15.2,12.1,10.52,295.03,1.44
sh600682,南京新百,34.8,7.6,24.2,138.565,1.44
sh600400,红豆股份,35.7,9.8,24.87,310.572,1.44
sh600509,天富能源,13.3,2.9,9.29,230.402,1.43
sz002564,天沃科技,23.1,6.2,16.1,373.053,1.43
sz002282,博深工具,18.6,11.0,13.0,268.034,1.43
sh601700,风范股份,12.4,4.0,8.75,168.038,1.42
sz000826,桑德环境,13.5,-5.4,9.49,226.309,1.42
sh603678,火炬电子,34.4,36.1,24.25,288.019,1.42
sh600482,风帆股份,20.5,4.5,14.56,397.983,1.41
sz002193,山东如意,19.7,17.9,14.04,219.031,1.4
sh600433,冠豪高新,12.7,5.6,9.1,120.431,1.4
sz002611,东方精工,34.5,-2.6,24.72,412.114,1.4
sz000977,浪潮信息,27.2,2.9,19.43,622.798,1.4
sz002682,龙洲股份,41.7,11.0,29.97,369.901,1.39
sz002214,大立科技,15.6,14.6,11.2,291.737,1.39
sh600061,中纺投资,10.3,1.9,7.47,215.952,1.38
sh600826,兰生股份,13.3,-0.1,9.64,141.877,1.38
sh600112,天成控股,35.3,2.4,25.55,638.446,1.38
sz002251,步 步 高,13.6,8.3,9.85,436.323,1.38
sz000017,深中华A,20.6,-2.7,15.09,486.906,1.37
sh603869,北部湾旅,46.3,3.7,33.78,1093.91,1.37
sh600135,乐凯胶片,45.7,2.5,33.47,488.141,1.37
sz002508,老板电器,15.1,-0.9,11.01,95.7043,1.37
sz002622,永大集团,38.5,-3.6,28.0,429.846,1.37
sh600889,南京化纤,20.2,-6.0,14.85,170.183,1.36
sh603788,宁波高发,30.5,10.5,22.48,639.097,1.36
sh603729,龙韵股份,34.4,3.2,25.24,1783.92,1.36
sh600551,时代出版,10.2,7.6,7.48,152.556,1.36
sh601789,宁波建工,15.9,-0.5,11.73,197.7,1.36
sh603012,创力集团,24.4,8.8,17.93,661.327,1.36
sz002737,葵花药业,23.7,8.6,17.56,684.558,1.35
sz000070,特发信息,22.9,12.5,17.01,355.837,1.35
sh600416,湘电股份,21.6,-3.4,15.95,129.976,1.35
sh601208,东材科技,14.4,-2.5,10.64,212.04,1.35
sz000096,广聚能源,20.6,1.7,15.28,698.035,1.35
sz000662,索芙特,37.9,10.1,28.09,208.552,1.35
sz002561,徐家汇,16.3,-1.1,12.09,154.075,1.35
sz002486,嘉麟杰,18.9,1.1,14.09,356.782,1.34
sh600233,大杨创世,16.5,-1.0,12.34,610.964,1.34
sz002148,北纬通信,15.7,7.2,11.7,1629.82,1.34
sz002055,得润电子,8.5,2.8,6.36,477.618,1.34
sh600635,大众公用,14.6,1.3,10.98,717.392,1.33
sh600339,天利高新,18.0,3.1,13.56,572.851,1.33
sh600019,宝钢股份,9.7,0.5,7.32,146.046,1.33
sz000812,陕西金叶,7.7,10.3,5.83,319.775,1.32
sz000657,中钨高新,15.2,3.3,11.53,249.597,1.32
sz000565,渝三峡Ａ,17.2,-0.9,12.99,256.107,1.32
sh600895,张江高科,10.4,-0.5,7.88,185.696,1.32
sh600850,华东电脑,22.7,-4.3,17.28,304.642,1.31
sz002578,闽发铝业,22.1,-8.4,16.84,794.022,1.31
sz002718,友邦吊顶,11.2,0.1,8.53,750.131,1.31
sz000020,深华发Ａ,23.2,-3.6,17.66,820.535,1.31
sh600789,鲁抗医药,26.4,1.0,20.14,559.535,1.31
sz002256,彩虹精化,15.6,3.6,11.94,295.937,1.31
sh601801,皖新传媒,9.4,-12.2,7.25,52.5574,1.3
sz000561,烽火电子,7.0,2.0,5.4,701.67,1.3
sh600740,山西焦化,10.4,11.7,8.01,205.413,1.3
sz002725,跃岭股份,7.2,-0.4,5.56,638.248,1.29
sz000705,浙江震元,23.6,-1.7,18.23,396.821,1.29
sh600838,上海九百,16.7,8.1,12.97,262.371,1.29
sz002686,亿利达,17.2,11.5,13.33,701.787,1.29
sz002615,哈尔斯,32.2,5.1,24.92,619.997,1.29
sz000558,莱茵置业,41.0,0.8,31.74,420.708,1.29
sz002063,远光软件,10.3,2.9,7.98,605.728,1.29
sz002218,拓日新能,25.7,-4.0,20.06,193.124,1.28
sz002164,宁波东力,22.4,5.0,17.5,220.831,1.28
sz000029,深深房Ａ,18.1,9.1,14.15,197.551,1.28
sh600202,哈空调,24.6,6.7,19.2,253.04,1.28
sz002378,章源钨业,22.2,3.1,17.4,87.0898,1.28
sz002086,东方海洋,24.2,-3.4,18.84,313.303,1.28
sz002266,浙富控股,22.7,0.5,17.7,490.768,1.28
sz002674,兴业科技,14.1,-5.5,11.04,255.053,1.28
sh600405,动力源,12.0,2.6,9.45,657.564,1.27
sh601799,星宇股份,27.2,-6.0,21.47,239.013,1.27
sz002365,永安药业,18.9,-7.9,14.87,325.23,1.27
sh600421,仰帆控股,15.5,7.0,12.31,138.943,1.26
sz002066,瑞泰科技,17.8,2.0,14.08,325.064,1.26
sh601099,太平洋,9.9,0.8,7.89,429.095,1.25
sh600862,南通科技,30.6,7.1,24.39,347.814,1.25
sh603030,全筑股份,40.5,8.8,32.37,1299.17,1.25
sz000519,江南红箭,13.2,-7.5,10.66,429.484,1.24
sz002432,九安医疗,12.3,5.4,9.89,389.867,1.24
sz002735,王子新材,20.7,13.3,16.68,1911.96,1.24
sz002749,国光股份,29.3,6.6,23.64,1262.27,1.24
sh601333,广深铁路,3.4,2.0,2.75,248.875,1.24
sz000957,中通客车,15.1,-6.1,12.32,428.793,1.23
sh600078,澄星股份,15.0,7.4,12.24,262.035,1.23
sz002395,双象股份,28.2,-2.3,22.94,335.764,1.23
sh600156,华升股份,35.1,17.5,28.52,381.834,1.23
sh600361,华联综超,13.9,5.8,11.34,212.138,1.23
sz000088,盐 田 港,4.8,-3.1,3.91,152.371,1.23
sh600439,瑞贝卡,17.9,-1.8,14.71,260.968,1.22
sh603158,腾龙股份,30.9,-3.8,25.25,1108.42,1.22
sz002515,金字火腿,26.0,2.4,21.34,501.886,1.22
sz002132,恒星科技,16.3,13.8,13.35,422.247,1.22
sh600111,北方稀土,20.1,0.8,16.43,256.647,1.22
sz000533,万 家 乐,17.4,-0.8,14.21,253.726,1.22
sh600227,赤天化,27.1,0.4,22.36,452.551,1.21
sz002709,天赐材料,15.0,0.4,12.4,419.664,1.21
sz000801,四川九洲,21.0,3.3,17.35,246.941,1.21
sz002579,中京电子,25.4,10.7,21.2,325.91,1.2
sz002216,三全食品,34.2,1.6,28.52,304.769,1.2
sz000767,漳泽电力,23.8,2.4,19.85,725.034,1.2
sz002446,盛路通信,36.1,8.9,29.96,494.723,1.2
sh600466,蓝光发展,23.4,3.4,19.54,273.51,1.2
sz002177,御银股份,27.2,2.1,22.59,1338.18,1.2
sh603618,杭电股份,31.9,7.1,26.83,1404.35,1.19
sh600207,安彩高科,12.5,-0.3,10.49,379.421,1.19
sh603002,宏昌电子,18.4,-3.5,15.45,600.098,1.19
sh600814,杭州解百,14.1,-3.2,11.83,241.256,1.19
sz000617,石油济柴,17.7,3.7,14.91,195.58,1.19
sz000050,深天马Ａ,9.2,7.8,7.78,226.547,1.18
sz002263,大 东 南,17.2,11.8,14.56,241.18,1.18
sz002529,海源机械,21.8,5.1,18.46,1098.93,1.18
sz002642,荣之联,27.0,0.8,22.89,799.862,1.18
sz002550,千红制药,17.2,12.3,14.6,211.771,1.18
sh600590,泰豪科技,19.3,-2.9,16.46,258.105,1.17
sz002105,信隆实业,19.5,3.2,16.7,357.382,1.17
sz002426,胜利精密,32.5,0.6,27.82,245.161,1.17
sh600605,汇通能源,20.3,0.1,17.36,333.002,1.17
sz000967,上风高科,13.4,19.1,11.59,101.106,1.16
sz002516,江苏旷达,20.9,15.0,17.95,243.687,1.16
sh600981,汇鸿股份,21.2,-1.5,18.37,139.547,1.15
sz000685,中山公用,12.3,-0.3,10.67,194.614,1.15
sz002528,英飞拓,14.5,7.3,12.66,260.139,1.15
sz002351,漫步者,32.5,10.2,28.31,257.219,1.15
sz002585,双星新材,12.1,2.5,10.48,232.189,1.15
sh603828,柯利达,22.0,11.8,19.09,541.694,1.15
sz000816,江淮动力,17.8,1.8,15.5,1010.76,1.15
sz000810,创维数字,23.1,9.5,20.07,333.882,1.15
sh600260,凯乐科技,24.7,7.1,21.69,862.723,1.14
sh601016,节能风电,13.2,1.4,11.56,1240.49,1.14
sh601908,京运通,17.6,-3.7,15.41,379.53,1.14
sz000903,云内动力,10.3,-6.5,9.04,229.344,1.14
sz002005,德豪润达,17.5,2.7,15.29,424.802,1.14
sz002556,辉隆股份,20.4,-0.7,18.13,725.161,1.13
sh600867,通化东宝,9.3,-5.6,8.2,180.777,1.13
sz000498,山东路桥,19.4,13.9,17.1,575.383,1.13
sz002478,常宝股份,12.2,-1.4,10.83,324.319,1.13
sz002609,捷顺科技,27.7,-1.6,24.76,1140.47,1.12
sh600546,山煤国际,9.8,2.9,8.76,221.905,1.12
sz002666,德联集团,16.2,1.4,14.45,845.291,1.12
sz000777,中核科技,13.9,3.8,12.51,432.206,1.11
sz000582,北部湾港,10.1,9.7,9.18,275.528,1.1
sz002402,和而泰,32.7,10.1,29.79,335.954,1.1
sz002559,亚威股份,23.0,6.6,20.84,570.28,1.1
sh603318,派思股份,54.9,278.5,50.0,95.5532,1.1
sh600638,新黄浦,4.4,8.0,3.99,263.506,1.1
sz002382,蓝帆医疗,18.1,-3.2,16.43,212.205,1.1
sz002576,通达动力,28.0,15.3,25.48,237.688,1.1
sh600527,江南高纤,21.1,3.1,19.24,349.453,1.1
sh600100,同方股份,17.0,0.5,15.63,547.603,1.09
sh600462,石岘纸业,20.5,8.6,18.83,222.172,1.09
sh601198,东兴证券,6.4,0.3,5.87,632.21,1.09
sh600839,四川长虹,12.4,0.4,11.53,526.537,1.08
sh603699,纽威股份,10.7,-6.3,9.89,425.118,1.08
sh601886,江河创建,16.0,5.4,14.78,122.012,1.08
sh600448,华纺股份,12.2,13.2,11.29,326.11,1.08
sz000503,海虹控股,34.1,-1.1,31.88,416.389,1.07
sz000613,大东海A,13.7,-1.3,12.97,470.967,1.06
sz002677,浙江美大,12.7,16.2,11.96,469.591,1.06
sh600598,XD北大荒,11.4,1.4,10.9,159.697,1.05
sh603222,济民制药,29.7,3.7,28.36,1152.02,1.05
sh600362,江西铜业,6.3,1.3,6.04,192.553,1.04
sh600640,号百控股,13.4,4.5,12.86,499.096,1.04
sh600992,贵绳股份,21.2,9.4,20.45,308.606,1.04
sz002102,冠福股份,12.5,6.3,12.05,400.373,1.04
sh600370,三房巷,15.0,-0.3,14.43,149.288,1.04
sz002071,长城影视,15.2,8.7,14.66,334.519,1.04
sh601689,拓普集团,19.7,1.1,19.03,731.619,1.04
sh603118,共进股份,35.0,8.3,34.08,779.615,1.03
sz000623,吉林敖东,3.9,-0.7,3.79,388.392,1.03
sz000063,中兴通讯,16.3,0.2,15.75,419.2,1.03
sh600211,西藏药业,12.0,-18.1,11.65,174.347,1.03
sz002411,九九久,20.5,2.3,19.99,2351.04,1.03
sh600698,湖南天雁,15.0,-1.6,14.57,374.641,1.03
sz002058,威 尔 泰,27.0,6.3,26.12,223.082,1.03
sz002230,科大讯飞,16.3,1.3,15.79,604.782,1.03
sz002687,乔治白,20.6,0.7,20.16,283.321,1.02
sz000988,华工科技,13.8,2.6,13.53,1053.4,1.02
sz002042,华孚色纺,19.1,1.5,18.75,198.204,1.02
sh600592,龙溪股份,21.1,-0.1,20.66,429.295,1.02
sz002745,木林森,25.6,5.6,25.2,913.409,1.02
sz000567,海德股份,7.2,-2.4,7.1,243.379,1.01
sz002052,同洲电子,11.2,2.4,11.13,809.68,1.01
sz002495,佳隆股份,22.1,-1.4,21.81,354.863,1.01
sh600523,贵航股份,10.6,12.5,10.52,172.965,1.01
sh600736,XD苏州高,22.3,2.3,22.1,346.83,1.01
sh603168,莎普爱思,13.1,5.6,12.99,739.373,1.01
sz002463,沪电股份,9.0,7.8,9.02,207.107,1.0
sh600721,百花村,14.2,0.9,14.16,116.696,1.0
sh600959,江苏有线,49.6,262.2,50.09,18.8917,0.99
sh600986,科达股份,22.9,1.9,23.14,513.118,0.99
sh600577,精达股份,19.1,0.2,19.26,256.053,0.99
sz002470,金正大,10.4,-23.1,10.46,104.874,0.99
sz002733,雄韬股份,20.0,13.1,20.16,493.512,0.99
sh600365,通葡股份,14.6,-4.4,14.73,703.138,0.99
sz002496,辉丰股份,21.0,-3.0,21.34,322.17,0.98
sz002317,众生药业,10.2,8.8,10.37,308.43,0.98
sz002115,三维通信,15.1,10.6,15.39,702.68,0.98
sz002581,万昌科技,14.8,30.2,15.15,128.24,0.98
sh600152,维科精华,22.7,3.7,23.09,734.314,0.98
sz002377,国创高新,9.0,2.3,9.21,210.574,0.98
sh600206,有研新材,10.6,10.1,10.96,279.461,0.97
sh601918,国投新集,12.0,4.1,12.41,245.063,0.97
sz002538,司尔特,12.6,-1.3,13.0,242.297,0.97
sh600530,交大昂立,11.6,1.1,11.91,235.21,0.97
sz000738,中航动控,6.6,10.7,6.87,140.053,0.96
sh600097,开创国际,7.0,-5.7,7.32,254.392,0.96
sz002328,新朋股份,18.6,-0.9,19.45,311.175,0.96
sh603166,福达股份,16.4,1.9,17.16,513.993,0.96
sz002636,金安国纪,38.3,6.8,39.85,1325.29,0.96
sz002369,卓翼科技,16.4,4.0,17.06,568.846,0.96
sz002492,恒基达鑫,13.3,6.0,13.89,176.295,0.96
sh600118,中国卫星,14.2,0.3,14.98,626.819,0.95
sz002375,亚厦股份,14.0,-5.1,14.69,216.864,0.95
sh603015,弘讯科技,27.6,8.7,29.02,921.273,0.95
sh600582,天地科技,5.9,-8.7,6.24,63.4543,0.95
sz002577,雷柏科技,13.7,11.2,14.44,140.184,0.95
sz000911,南宁糖业,8.6,-12.2,9.08,147.636,0.95
sh600216,浙江医药,10.1,1.2,10.6,199.787,0.95
sz002715,登云股份,26.4,15.9,27.82,1347.98,0.95
sh600871,石化油服,9.9,3.1,10.39,643.222,0.95
sh600576,万好万家,24.7,4.2,26.41,503.626,0.94
sz000019,深深宝Ａ,9.7,-19.2,10.27,207.715,0.94
sz002108,沧州明珠,10.7,7.3,11.56,389.462,0.93
sz002079,苏州固锝,22.6,6.3,24.28,551.611,0.93
sz000707,双环科技,11.1,16.3,11.95,280.089,0.93
sz002583,海能达,9.5,-6.3,10.24,488.386,0.93
sh600555,九龙山,18.3,4.1,19.88,361.89,0.92
sz000980,金马股份,17.2,1.5,18.66,413.672,0.92
sz002186,全 聚 德,8.1,-0.7,8.79,99.5511,0.92
sz002527,新时达,17.4,0.5,19.21,696.355,0.91
sz002654,万润科技,16.3,7.3,17.96,562.667,0.91
sh600329,中新药业,9.2,6.9,10.06,163.039,0.91
sh600074,保千里,23.8,8.1,26.1,363.064,0.91
sh601021,春秋航空,21.1,-6.2,23.52,229.445,0.9
sh600392,盛和资源,13.7,-1.1,15.15,363.684,0.9
sz000851,高鸿股份,9.8,3.5,10.92,1484.55,0.9
sz000836,鑫茂科技,23.4,10.6,25.89,295.832,0.9
sz002222,福晶科技,13.0,1.3,14.41,317.866,0.9
sh600337,美克家居,15.7,-11.1,17.72,149.67,0.89
sh600459,贵研铂业,9.4,-0.1,10.55,238.54,0.89
sh600639,浦东金桥,7.6,3.6,8.53,129.139,0.89
sz002594,比亚迪,4.2,0.2,4.73,189.252,0.89
sz000678,襄阳轴承,8.6,-14.5,9.81,285.626,0.88
sh600128,弘业股份,11.6,0.7,13.29,322.922,0.87
sh601011,宝泰隆,12.1,3.1,13.89,124.996,0.87
sh600692,亚通股份,11.5,10.6,13.17,569.165,0.87
sh600699,均胜电子,20.7,-0.1,23.71,347.173,0.87
sz002239,金 飞 达,21.2,1.9,24.76,572.228,0.86
sh600122,宏图高科,14.4,-0.1,16.65,349.417,0.86
sh603008,喜临门,14.4,1.0,16.79,412.054,0.86
sh600506,香梨股份,10.9,3.2,12.68,334.584,0.86
sz002734,利民股份,12.9,8.8,15.1,896.151,0.85
sz002668,奥马电器,9.5,-4.9,11.17,210.785,0.85
sz002126,银轮股份,9.5,13.7,11.13,242.228,0.85
sh600891,秋林集团,12.4,1.4,14.67,274.707,0.85
sh600854,春兰股份,8.7,1.7,10.19,219.433,0.85
sh600257,大湖股份,15.4,4.8,18.27,389.229,0.84
sh601018,宁波港,10.5,1.3,12.44,169.835,0.84
sh603698,航天工程,15.8,0.3,18.82,613.801,0.84
sh600834,申通地铁,12.0,6.7,14.28,120.245,0.84
sh601098,中南传媒,9.9,-2.4,11.97,81.9015,0.83
sh600821,津劝业,14.1,-1.2,16.92,430.784,0.83
sz002003,伟星股份,10.1,3.3,12.13,180.353,0.83
sz002245,澳洋顺昌,11.3,3.7,13.78,290.809,0.82
sz000918,嘉凯城,6.9,-5.4,8.38,82.8252,0.82
sh600458,时代新材,12.8,3.7,15.6,233.371,0.82
sh600712,南宁百货,12.6,6.9,15.56,516.456,0.81
sh600157,永泰能源,11.3,1.1,13.94,260.997,0.81
sh600833,第一医药,13.5,10.3,16.61,234.787,0.81
sh600758,红阳能源,10.4,2.6,12.81,361.399,0.81
sh600613,神奇制药,8.8,11.7,10.85,276.145,0.81
sz002322,理工监测,13.3,-3.0,16.36,314.217,0.81
sz002379,鲁丰环保,11.9,11.8,14.74,520.325,0.81
sz002348,高乐股份,13.9,2.3,17.3,479.201,0.8
sz000426,兴业矿业,5.3,5.8,6.63,179.759,0.8
sh600268,国电南自,10.7,-1.0,13.57,260.715,0.79
sh600236,桂冠电力,8.7,4.2,11.05,289.176,0.79
sh600291,西水股份,13.6,3.8,17.22,472.326,0.79
sz002097,山河智能,13.1,4.5,16.53,956.013,0.79
sz000021,深科技,9.9,-0.9,12.75,367.819,0.78
sh600131,岷江水电,7.2,-15.7,9.28,303.146,0.78
sz002134,天津普林,10.5,4.8,13.4,204.72,0.78
sz000807,云铝股份,11.7,5.1,14.93,172.566,0.78
sz002530,丰东股份,18.3,11.0,23.75,135.985,0.77
sh600058,五矿发展,14.7,-3.1,19.01,255.293,0.77
sz002219,恒康医疗,11.9,10.6,15.54,124.452,0.77
sz000559,万向钱潮,7.6,-1.7,9.89,176.711,0.77
sz002313,日海通讯,22.8,5.5,29.75,464.759,0.77
sh600381,贤成矿业,20.9,6.3,26.98,320.943,0.77
sz002324,普利特,6.9,21.5,9.09,195.767,0.76
sz002435,长江润发,13.8,16.9,18.2,221.528,0.76
sh600581,八一钢铁,4.5,-5.0,5.91,292.612,0.76
sh601238,广汽集团,10.1,2.7,13.28,35.5686,0.76
sz002439,启明星辰,18.8,6.6,24.76,582.398,0.76
sz000066,长城电脑,10.0,4.8,13.09,361.227,0.76
sz002123,荣信股份,17.0,2.5,22.25,486.104,0.76
sh603766,XD隆鑫通,10.1,-5.9,13.46,292.792,0.75
sh600666,西南药业,8.9,1.0,11.88,255.159,0.75
sz002271,东方雨虹,9.5,-10.6,12.8,199.708,0.74
sz002747,埃斯顿,13.5,7.2,18.26,2143.9,0.74
sh600385,山东金泰,15.2,9.3,20.58,218.02,0.74
sh600094,大名城,11.9,1.4,16.24,132.106,0.73
sz000809,铁岭新城,6.0,8.7,8.18,332.874,0.73
sh600798,宁波海运,13.8,3.5,18.94,340.253,0.73
sz002458,益生股份,4.9,-19.3,6.84,245.781,0.72
sz002026,山东威达,9.3,-0.5,12.93,340.273,0.72
sz002014,永新股份,7.4,-7.7,10.29,442.359,0.72
sh600707,彩虹股份,10.5,3.2,14.49,551.262,0.72
sh601929,吉视传媒,6.0,0.9,8.48,318.522,0.71
sz002228,合兴包装,14.0,-13.9,19.77,127.268,0.71
sh600810,神马股份,7.6,3.5,10.63,281.955,0.71
sh600299,蓝星新材,13.4,6.2,18.83,157.435,0.71
sh600557,康缘药业,5.4,-4.9,7.63,396.969,0.71
sh600485,信威集团,11.2,-0.9,15.92,704.679,0.7
sz002741,光华科技,16.5,9.4,23.67,850.964,0.7
sz002562,兄弟科技,7.3,1.1,10.4,433.618,0.7
sh600229,青岛碱业,12.4,6.7,17.77,1002.93,0.7
sz000430,张家界,4.7,-0.8,6.7,283.963,0.7
sh601718,际华集团,3.5,4.3,4.97,204.668,0.7
sz000831,五矿稀土,10.4,2.0,15.08,433.877,0.69
sz000631,顺发恒业,7.6,10.9,10.98,105.795,0.69
sz002582,好想你,13.6,16.4,19.59,187.442,0.69
sz002373,千方科技,5.9,-4.7,8.49,556.751,0.69
sh603111,康尼机电,8.2,1.9,11.81,1546.27,0.69
sz002518,科士达,6.8,11.9,9.79,288.132,0.69
sh600251,冠农股份,9.0,7.8,13.06,133.722,0.69
sz000598,兴蓉投资,4.8,3.4,7.03,464.168,0.68
sh601177,杭齿前进,7.7,2.1,11.32,269.288,0.68
sz002468,艾迪西,9.0,-15.9,13.17,89.6541,0.68
sh600198,大唐电信,8.6,2.3,12.73,356.806,0.68
sh600993,马应龙,11.7,6.2,17.22,391.349,0.68
sh600800,天津磁卡,11.1,9.8,16.31,384.431,0.68
