symbol,name,big in(%),small in(%),price(%),turnover,big/price
sz002419,天虹商场,2.5,4.6,0.92,115.489,2.72
sz002069,獐 子 岛,9.2,-2.1,3.41,288.837,2.7
sz000901,航天科技,18.9,1.9,7.02,748.251,2.69
sh600321,国栋建设,10.8,0.9,4.01,724.095,2.69
sz000625,长安汽车,4.2,-0.2,1.56,234.474,2.69
sz002055,得润电子,26.6,1.6,10.0,465.978,2.66
sz002324,普利特,26.6,3.2,10.0,696.375,2.66
sz002086,东方海洋,18.2,0.3,6.87,604.947,2.65
sz000551,创元科技,25.4,3.3,9.62,1015.98,2.64
sz000401,冀东水泥,6.0,0.1,2.29,381.16,2.62
sz002484,江海股份,10.7,-3.0,4.08,576.254,2.62
sh600634,中技控股,11.9,0.4,4.56,1022.69,2.61
sz002061,江山化工,2.8,-0.1,1.08,623.003,2.59
sh600262,北方股份,22.8,0.5,8.82,434.31,2.59
sz000507,珠海港,6.3,1.6,2.44,622.725,2.58
sh601390,中国中铁,7.2,0.0,2.81,358.392,2.56
sh600006,东风汽车,8.1,0.3,3.17,1059.09,2.56
sz002677,浙江美大,5.2,1.4,2.04,1046.81,2.55
sh603015,弘讯科技,25.4,2.0,10.01,1998.61,2.54
sz002285,世联行,5.4,-1.4,2.14,299.646,2.52
sz002514,宝馨科技,2.7,-3.3,1.08,175.054,2.5
sh600410,华胜天成,5.0,0.3,2.01,661.53,2.49
sz002044,江苏三友,17.3,0.8,6.94,1101.39,2.49
sh600439,瑞贝卡,24.6,0.6,9.96,1182.95,2.47
sz002265,西仪股份,13.8,2.6,5.58,228.728,2.47
sh603020,爱普股份,24.6,4.6,10.0,1404.17,2.46
sz002104,恒宝股份,24.6,59.9,10.01,3.79098,2.46
sz002725,跃岭股份,7.8,1.1,3.18,1807.13,2.45
sh600400,红豆股份,10.4,-0.6,4.25,516.099,2.45
sz002136,安 纳 达,16.8,2.0,6.85,771.266,2.45
sh600892,宝诚股份,16.7,-2.8,6.82,616.227,2.45
sz002331,皖通科技,17.2,1.8,7.07,1124.15,2.43
sh600343,航天动力,14.3,0.5,5.9,1258.32,2.42
sz002345,潮宏基,13.1,-0.3,5.42,412.603,2.42
sz000838,国兴地产,10.6,-1.3,4.4,483.003,2.41
sz000638,万方发展,7.7,-1.4,3.22,380.572,2.39
sz002380,科远股份,6.1,-0.8,2.55,1042.68,2.39
sz002461,珠江啤酒,3.4,0.3,1.42,239.117,2.39
sh600804,鹏博士,23.8,0.6,10.0,580.239,2.38
sz002236,大华股份,17.1,-0.1,7.17,759.158,2.38
sz000004,国农科技,18.9,0.8,7.95,653.934,2.38
sh600695,绿庭投资,9.3,0.0,3.93,710.945,2.37
sz002389,南洋科技,8.0,0.4,3.37,894.775,2.37
sh603100,川仪股份,10.7,-1.7,4.53,1893.58,2.36
sh600118,中国卫星,16.4,0.1,6.98,687.035,2.35
sh600328,兰太实业,23.5,2.1,10.01,1173.92,2.35
sh600240,华业地产,9.9,-0.8,4.23,307.336,2.34
sh600409,三友化工,11.7,0.8,5.01,474.384,2.34
sz002105,信隆实业,4.0,0.2,1.72,890.861,2.33
sh600271,航天信息,11.4,-0.3,4.89,211.845,2.33
sz002233,塔牌集团,9.9,-1.1,4.27,474.123,2.32
sh600358,国旅联合,14.8,1.0,6.4,577.965,2.31
sz002065,东华软件,6.4,-0.3,2.77,362.667,2.31
sz002544,杰赛科技,6.4,1.2,2.79,345.528,2.29
sz002144,宏达高科,12.5,-0.6,5.49,1172.46,2.28
sh600038,中直股份,22.8,0.4,9.99,623.716,2.28
sz002562,兄弟科技,3.1,1.6,1.36,581.167,2.28
sh600838,上海九百,12.6,0.1,5.56,777.926,2.27
sz002737,葵花药业,7.8,-0.6,3.44,1142.67,2.27
sz000096,广聚能源,13.3,-3.0,5.87,625.741,2.27
sh600283,钱江水利,7.5,1.1,3.3,646.593,2.27
sz002507,涪陵榨菜,15.8,3.5,6.98,1107.45,2.26
sh600630,龙头股份,13.0,0.0,5.74,742.938,2.26
sz002092,中泰化学,6.7,1.0,2.96,497.256,2.26
sh600718,东软集团,8.1,-0.1,3.61,650.552,2.24
sz002261,拓维信息,22.4,0.8,10.0,1570.85,2.24
sz000099,中信海直,10.0,0.9,4.48,698.33,2.23
sh600566,济川药业,2.4,-2.6,1.08,477.646,2.22
sh600112,天成控股,1.6,0.9,0.72,1302.96,2.22
sz002002,鸿达兴业,13.4,0.3,6.07,428.895,2.21
sz002341,新纶科技,13.0,0.4,5.88,1356.38,2.21
sh600114,东睦股份,13.3,0.6,6.03,409.5,2.21
sz000958,东方能源,17.4,1.3,7.91,715.256,2.2
sz002447,壹桥海参,8.0,-0.8,3.65,566.548,2.19
sz000957,中通客车,6.6,1.6,3.06,711.388,2.16
sz000023,深天地Ａ,21.6,6.1,10.02,854.427,2.16
sh600893,中航动力,7.2,0.3,3.34,252.225,2.16
sh601126,四方股份,11.3,-0.7,5.25,291.72,2.15
sz002743,富煌钢构,7.0,2.7,3.26,2343.56,2.15
sz002421,达实智能,21.4,1.3,10.01,1233.26,2.14
sh600419,天润乳业,3.6,-2.9,1.68,329.951,2.14
sz002540,亚太科技,6.6,1.1,3.08,1196.5,2.14
sz002550,千红制药,8.6,4.0,4.06,396.249,2.12
sz000545,金浦钛业,21.1,4.0,10.0,1139.6,2.11
sz002463,沪电股份,4.9,2.6,2.34,443.038,2.09
sh600229,青岛碱业,20.9,3.5,10.02,709.488,2.09
sz002534,杭锅股份,4.1,2.7,1.97,347.281,2.08
sz002195,二三四五,4.0,0.4,1.93,871.325,2.07
sz002070,众和股份,9.3,2.8,4.52,805.457,2.06
sh600107,美尔雅,12.7,-0.3,6.17,838.91,2.06
sz002064,华峰氨纶,4.0,0.5,1.94,372.78,2.06
sh600385,山东金泰,13.0,0.9,6.38,818.179,2.04
sh600277,亿利能源,5.3,1.4,2.6,313.072,2.04
sz000885,同力水泥,5.5,0.2,2.7,200.324,2.04
sz002326,永太科技,9.0,0.4,4.44,1258.86,2.03
sz000997,新 大 陆,7.7,-0.2,3.8,650.482,2.03
sh600507,方大特钢,3.5,-0.9,1.73,191.404,2.02
sz002636,金安国纪,20.2,2.5,10.0,1685.09,2.02
sz002715,登云股份,10.8,4.1,5.38,1018.84,2.01
sz002183,怡 亚 通,8.1,0.2,4.02,435.691,2.01
sh600580,卧龙电气,11.8,-0.1,5.91,607.154,2.0
sh600495,晋西车轴,4.1,0.8,2.06,750.975,1.99
sz000917,电广传媒,19.8,0.4,10.0,1167.13,1.98
sz002119,康强电子,19.6,67.6,10.0,2.62291,1.96
sz002593,日上集团,9.6,3.1,4.92,585.002,1.95
sz002336,人人乐,1.8,2.4,0.93,178.565,1.94
sh601216,内蒙君正,6.0,0.0,3.09,258.282,1.94
sh600103,青山纸业,6.7,1.4,3.45,553.177,1.94
sz002325,洪涛股份,3.7,0.0,1.93,1084.31,1.92
sz000705,浙江震元,16.1,-0.2,8.47,949.17,1.9
sz000839,中信国安,11.4,-0.6,6.04,649.277,1.89
sh603969,银龙股份,3.8,0.5,2.01,1496.89,1.89
sh600501,航天晨光,11.0,-0.4,5.82,647.927,1.89
sh600590,泰豪科技,18.9,0.8,10.01,851.564,1.89
sh603828,柯利达,3.0,-0.6,1.61,1820.46,1.86
sz000673,当代东方,10.8,0.3,5.82,460.719,1.86
sh600299,蓝星新材,17.4,0.5,9.36,254.113,1.86
sh601010,文峰股份,4.2,0.0,2.27,1767.97,1.85
sh600895,张江高科,13.0,0.1,7.03,463.609,1.85
sh600987,航民股份,1.6,2.0,0.88,190.629,1.82
sz002117,东港股份,16.6,-0.1,9.14,325.654,1.82
sh603729,龙韵股份,18.2,3.4,10.0,1491.86,1.82
sz000886,海南高速,5.0,0.9,2.76,380.34,1.81
sh603030,全筑股份,5.8,3.7,3.2,1575.11,1.81
sh600775,南京熊猫,7.6,0.3,4.22,537.689,1.8
sz001696,宗申动力,14.5,0.8,8.07,582.903,1.8
sh600379,宝光股份,10.1,0.3,5.65,672.917,1.79
sh600363,联创光电,11.9,0.1,6.66,950.364,1.79
sz000584,友利控股,17.7,71.1,9.98,4.45088,1.77
sh600736,XD苏州高,17.7,2.0,9.99,812.782,1.77
sh600372,中航电子,2.9,0.5,1.66,191.469,1.75
sz002431,棕榈园林,8.0,3.4,4.57,640.452,1.75
sh600551,时代出版,2.4,-1.0,1.39,222.858,1.73
sz002748,世龙实业,2.6,1.0,1.51,2939.78,1.72
sz002390,信邦制药,17.2,2.1,10.0,501.739,1.72
sh600626,申达股份,14.6,-0.1,8.75,708.412,1.67
sh600325,华发股份,7.8,1.2,4.68,771.962,1.67
sz000532,力合股份,8.5,1.5,5.17,347.458,1.64
sz000961,中南建设,8.0,3.7,4.87,221.291,1.64
sz002661,克明面业,14.4,3.6,8.84,579.324,1.63
sh600171,上海贝岭,5.5,0.9,3.38,441.476,1.63
sh603883,老百姓,3.0,0.1,1.84,4133.7,1.63
sz000816,江淮动力,11.6,1.1,7.2,1241.05,1.61
sz000918,嘉凯城,8.9,-1.6,5.53,304.52,1.61
sh603158,腾龙股份,5.8,1.5,3.61,1894.76,1.61
sh600735,XR新华锦,6.4,4.2,3.98,476.674,1.61
sz002618,丹邦科技,1.3,-2.2,0.81,294.185,1.6
sz002458,益生股份,5.2,2.9,3.24,620.876,1.6
sz000408,金谷源,3.9,1.6,2.45,440.75,1.59
sz000428,华天酒店,10.9,-1.3,6.89,449.722,1.58
sh600981,汇鸿股份,15.5,1.8,9.87,635.013,1.57
sz002238,天威视讯,3.7,1.4,2.37,222.697,1.56
sz002025,航天电器,7.6,2.1,4.86,524.407,1.56
sh600149,廊坊发展,4.9,0.4,3.15,1123.35,1.56
sz000020,深华发Ａ,15.4,4.9,10.02,1576.75,1.54
sh601799,星宇股份,8.6,0.3,5.58,186.398,1.54
sh601607,上海医药,8.7,-0.1,5.65,437.4,1.54
sz002125,湘潭电化,15.4,-2.1,9.99,624.732,1.54
sh600261,阳光照明,10.1,0.0,6.54,616.698,1.54
sz002543,万和电气,9.5,1.7,6.2,649.933,1.53
sh600320,振华重工,5.8,-0.6,3.8,374.125,1.53
sz000665,湖北广电,15.2,2.1,10.0,1043.48,1.52
sz002321,华英农业,2.7,4.0,1.79,793.893,1.51
sz002402,和而泰,15.1,5.9,10.0,475.917,1.51
sz002664,信质电机,6.9,3.0,4.61,269.686,1.5
sz002281,光迅科技,2.2,3.8,1.49,307.891,1.48
sz000558,莱茵置业,12.3,5.4,8.39,251.777,1.47
sz002395,双象股份,2.1,1.7,1.43,466.496,1.47
sz000049,德赛电池,14.6,2.6,10.0,1234.73,1.46
sz000410,沈阳机床,6.5,0.3,4.44,1655.41,1.46
sz000158,常山股份,14.6,1.6,10.01,641.228,1.46
sz002301,齐心集团,7.4,1.3,5.09,541.314,1.45
sh600651,飞乐音响,2.8,-0.9,1.95,555.261,1.44
sz000595,西北轴承,4.6,0.7,3.19,708.763,1.44
sh601689,拓普集团,7.6,0.9,5.26,2859.53,1.44
sz002355,兴民钢圈,4.4,3.0,3.07,751.61,1.43
sh603567,珍宝岛,14.2,2.6,9.99,2669.45,1.42
sh600021,上海电力,12.2,0.1,8.58,740.467,1.42
sh600215,长春经开,8.0,0.5,5.68,388.971,1.41
sh600293,三峡新材,14.1,75.9,10.03,6.29293,1.41
sz002135,东南网架,9.0,-2.0,6.4,660.899,1.41
sz002391,长青股份,1.0,-3.1,0.71,493.184,1.41
sz000731,四川美丰,5.3,1.3,3.75,578.713,1.41
sh600373,中文传媒,7.3,0.6,5.22,315.816,1.4
sh600540,新赛股份,4.8,-0.4,3.54,530.212,1.36
sz002468,艾迪西,2.7,0.3,1.98,239.225,1.36
sh600235,民丰特纸,1.2,1.2,0.89,492.358,1.35
sz000611,*ST蒙发,4.6,1.3,3.4,871.754,1.35
sz002250,联化科技,2.1,3.1,1.55,402.93,1.35
sh600992,贵绳股份,13.5,2.8,10.02,1184.49,1.35
sh600066,宇通客车,6.6,1.1,4.94,257.132,1.34
sz000601,韶能股份,3.3,0.0,2.49,739.283,1.33
sh600603,大洲兴业,2.0,-3.4,1.52,627.708,1.32
sh600834,申通地铁,4.5,-1.2,3.4,384.122,1.32
sh600698,湖南天雁,5.8,0.7,4.47,1283.93,1.3
sh603338,浙江鼎力,12.9,1.1,10.01,1760.49,1.29
sz002310,东方园林,8.4,-0.3,6.61,588.824,1.27
sh600818,中路股份,7.8,0.5,6.18,390.202,1.26
sz002497,雅化集团,2.1,0.7,1.71,727.266,1.23
sz002052,同洲电子,2.7,0.4,2.21,1272.27,1.22
sz002415,海康威视,1.2,-0.6,0.98,101.79,1.22
sz002565,上海绿新,12.0,0.9,10.03,1220.04,1.2
sz000915,山大华特,7.9,2.2,6.67,541.414,1.18
sh600616,金枫酒业,1.7,2.0,1.47,372.547,1.16
sz002474,榕基软件,4.9,-0.2,4.24,1514.2,1.16
sz002016,世荣兆业,6.7,1.3,5.85,254.611,1.15
sz000007,零七股份,8.7,1.7,7.78,830.001,1.12
sz002338,奥普光电,3.5,2.8,3.16,253.769,1.11
sh603012,创力集团,11.1,2.8,9.99,3281.08,1.11
sh600260,凯乐科技,9.6,0.4,8.73,941.366,1.1
sh603318,派思股份,10.8,59.3,9.99,54.0199,1.08
sh600543,莫高股份,5.3,0.2,4.92,711.775,1.08
sh600610,中毅达,3.6,3.0,3.36,1348.09,1.07
sh600416,湘电股份,4.7,-0.5,4.47,484.247,1.05
sh600959,江苏有线,10.4,64.9,10.0,28.1543,1.04
sh600604,市北高新,2.6,2.1,2.55,219.544,1.02
sz000037,深南电Ａ,5.5,1.1,5.44,982.469,1.01
sh600391,成发科技,4.4,0.8,4.5,472.4,0.98
sh603818,曲美股份,9.7,6.5,10.01,1119.39,0.97
sz002435,长江润发,6.9,3.9,7.11,568.905,0.97
sh600624,复旦复华,2.8,-0.3,2.89,1178.7,0.97
sh600513,联环药业,1.5,0.4,1.57,518.06,0.96
sh600789,鲁抗医药,6.0,0.4,6.24,912.876,0.96
sh600280,中央商场,6.9,0.2,7.25,875.005,0.95
sh600125,铁龙物流,2.0,-0.5,2.11,457.154,0.95
sh603088,宁波精达,4.6,1.5,4.93,2854.8,0.93
sh600619,海立股份,2.6,5.6,2.8,298.053,0.93
sz002397,梦洁家纺,9.2,5.3,10.01,804.199,0.92
sz002190,成飞集成,4.9,0.6,5.58,876.052,0.88
sz002651,利君股份,1.9,2.7,2.18,472.426,0.87
sz002262,恩华药业,1.3,-3.6,1.52,110.196,0.86
sz000738,中航动控,1.6,2.6,1.99,260.44,0.8
sh600189,吉林森工,3.6,-0.1,4.58,925.892,0.79
sz002280,联络互动,2.3,1.4,2.94,651.788,0.78
sz000565,渝三峡Ａ,4.5,-2.0,5.84,766.227,0.77
sz002157,正邦科技,5.3,5.3,6.9,1148.82,0.77
sz002291,星期六,0.6,-3.6,0.79,298.186,0.76
sh600855,航天长峰,5.0,0.6,6.84,857.517,0.73
sz002347,泰尔重工,4.1,0.6,5.76,736.64,0.71
sh600517,置信电气,4.7,0.1,6.59,481.075,0.71
sz002187,广百股份,3.3,-0.4,4.92,449.004,0.67
sz002580,圣阳股份,1.3,-1.7,1.95,939.775,0.67
sh600975,新五丰,5.0,-0.4,7.74,583.127,0.65
sz002604,龙力生物,2.1,-0.2,3.26,896.433,0.64
sh603166,福达股份,4.1,0.0,6.67,3420.74,0.61
sh600592,龙溪股份,1.3,3.5,2.58,422.174,0.5
sh603889,新澳股份,1.9,-1.1,3.86,2046.67,0.49
sz000528,柳    工,0.7,1.1,1.45,398.495,0.48
sh600186,莲花味精,0.7,1.0,1.51,1213.64,0.46
sh603698,航天工程,2.2,1.2,4.89,1922.75,0.45
sz002358,森源电气,2.1,0.0,4.88,475.601,0.43
sh601002,晋亿实业,0.7,0.9,1.65,478.373,0.42
sh600148,长春一东,0.6,-1.0,1.45,510.123,0.41
sz002582,好想你,1.9,3.9,4.65,962.39,0.41
sz000809,铁岭新城,0.6,-0.8,1.57,674.074,0.38
sz002453,天马精化,2.0,-1.4,5.61,871.996,0.36
sh600156,华升股份,3.3,2.6,9.34,613.445,0.35
sh600815,厦工股份,0.6,0.4,1.97,586.361,0.3
sz002702,海欣食品,1.4,5.0,5.64,858.027,0.25
sz002076,雪 莱 特,0.3,2.7,1.28,1280.86,0.23
sz002154,报 喜 鸟,1.4,1.2,6.84,1857.62,0.2
sz000680,山推股份,1.0,0.2,5.06,1023.04,0.2
sz002682,龙洲股份,1.2,-0.5,7.48,1469.53,0.16
sz002315,焦点科技,0.2,-1.1,1.3,920.697,0.15
sz000810,创维数字,0.2,-0.5,1.76,279.162,0.11
sz000836,鑫茂科技,0.4,4.1,3.76,267.163,0.11
sz002499,科林环保,0.1,-1.3,1.69,482.423,0.06
sh603306,华懋科技,0.2,-0.9,3.32,1106.39,0.06
