symbol,name,big in(%),small in(%),price(%),turnover,big/price
sh600108,亚盛集团,3.4,0.2,-0.51,1047.68,9999
sh600127,金健米业,3.2,-3.0,-1.12,487.578,9999
sh600030,中信证券,0.3,0.0,-3.35,308.618,9999
sz002429,兆驰股份,3.0,0.6,-1.0,286.194,9999
sh601021,春秋航空,3.0,-2.5,-0.02,472.724,9999
sz000979,中弘股份,0.1,-0.7,-1.45,445.17,9999
sz000725,京东方Ａ,8.5,0.6,-3.84,425.552,9999
sz002681,奋达科技,14.5,4.6,-1.72,1220.42,9999
sz002155,辰州矿业,0.3,-3.9,-2.45,310.01,9999
sh600423,柳化股份,6.7,-2.1,0.0,513.617,9999
sh600661,新南洋,5.3,1.2,0.0,481.608,9999
sh600998,九州通,2.8,-0.5,-0.48,216.376,9999
sz002488,金固股份,4.8,-0.4,-1.55,424.626,9999
sh600111,北方稀土,5.4,0.0,-1.34,1864.07,9999
sz002532,新界泵业,2.7,-2.8,-0.17,285.228,9999
sz000903,云内动力,2.9,-4.1,-2.4,284.126,9999
sz000607,华媒控股,1.8,-0.1,0.0,590.096,9999
sh600757,长江传媒,2.6,0.4,-2.18,149.515,9999
sh600370,三房巷,1.7,2.4,-1.98,269.928,9999
sh600814,杭州解百,4.0,2.3,-1.8,532.065,9999
sz002627,宜昌交运,1.6,-1.6,-1.13,177.374,9999
sz002699,美盛文化,10.8,1.5,-0.63,1380.66,9999
sz000702,正虹科技,12.0,1.1,-0.15,317.179,9999
sz002087,新野纺织,1.3,-5.9,-0.12,415.513,9999
sh600769,祥龙电业,3.7,-4.5,-0.08,253.866,9999
sz000718,苏宁环球,3.0,1.0,-0.31,309.486,9999
sh601016,节能风电,3.1,-3.3,-0.87,577.034,9999
sz000831,五矿稀土,5.6,0.3,-1.99,1747.44,9999
sh600159,大龙地产,7.8,0.8,-3.18,1204.88,9999
sh600688,上海石化,1.5,0.7,-8.9,1166.18,9999
sh600081,东风科技,11.1,0.1,-4.68,463.721,9999
sh603111,康尼机电,7.2,-1.6,-0.77,837.61,9999
sz000610,西安旅游,0.1,-3.7,-2.42,611.398,9999
sh601818,光大银行,4.0,0.5,-2.46,112.137,9999
sh601118,海南橡胶,2.4,1.0,-1.67,256.923,9999
sh600476,湘邮科技,0.2,2.8,-2.23,469.284,9999
sh601618,中国中冶,1.9,0.0,-0.78,300.238,9999
sz000555,神州信息,3.2,1.3,-5.49,750.95,9999
sh601006,大秦铁路,1.7,0.1,-1.2,85.7206,9999
sh600576,万好万家,0.5,0.7,-2.08,357.254,9999
sh600570,恒生电子,0.6,0.3,-1.48,175.791,9999
sh601168,西部矿业,2.6,1.1,-3.54,438.49,9999
sh601222,林洋电子,11.2,-5.6,-0.32,83.7091,9999
sz000688,建新矿业,0.3,-0.3,-0.09,535.562,9999
sz002746,仙坛股份,11.5,2.2,-2.5,5432.68,9999
sz000016,深康佳Ａ,0.6,-2.1,-3.57,319.785,9999
sh603368,柳州医药,6.0,3.7,-0.4,311.835,9999
sz000888,峨眉山Ａ,6.3,-5.0,-0.62,95.2102,9999
sh603519,立霸股份,2.8,0.2,-0.02,2992.96,9999
sh600252,中恒集团,0.6,0.3,-1.75,278.619,9999
sh600048,保利地产,6.1,0.0,-6.07,392.951,9999
sh600050,中国联通,4.9,0.0,-3.84,263.783,9999
sz000503,海虹控股,3.4,0.2,-0.02,237.867,9999
sh601688,华泰证券,2.6,0.2,-3.46,202.538,9999
sh600636,三爱富,3.6,1.1,-0.05,393.417,9999
sz002176,江特电机,2.7,0.8,-3.66,469.689,9999
sz002258,利尔化学,2.6,-6.9,-3.18,146.9,9999
sz000909,数源科技,3.7,-4.4,-1.51,390.65,9999
sz000797,中国武夷,3.1,-3.5,-0.67,344.619,9999
sh600336,澳柯玛,4.3,2.9,-1.32,291.948,9999
sz002623,亚玛顿,0.7,-4.6,-1.26,271.773,9999
sz002430,杭氧股份,4.2,4.3,0.0,199.974,9999
sh600807,XR天业股,3.0,1.6,-1.48,466.191,9999
sh601328,交通银行,0.2,-0.1,-1.93,90.33,9999
sh600976,健民集团,0.4,1.1,-1.57,298.376,9999
sz000998,隆平高科,2.5,2.9,-2.13,492.343,9999
sh600577,精达股份,2.2,0.4,-0.77,783.518,9999
sh601106,中国一重,1.8,0.0,-3.81,583.537,9999
sz002371,七星电子,12.2,0.7,-0.54,149.145,9999
sz002228,合兴包装,3.2,-5.8,-0.83,121.463,9999
sz002276,万马股份,0.3,1.0,-0.96,502.591,9999
sz002515,金字火腿,3.6,-0.8,-0.87,418.157,9999
sz002685,华东重机,2.1,-3.4,-3.83,1010.6,9999
sz002470,金正大,5.5,1.8,-0.4,233.212,9999
sh600392,盛和资源,0.4,0.6,-3.3,2177.16,9999
sh600475,华光股份,1.5,-3.4,-1.87,307.662,9999
sh600707,彩虹股份,1.6,-0.4,0.0,332.0,9999
sh600329,中新药业,1.4,-0.3,-1.93,249.152,9999
sh600202,哈空调,3.9,-4.3,-3.49,464.795,9999
sz002638,勤上光电,0.7,1.3,-1.21,539.56,9999
sh600686,金龙汽车,4.3,1.9,-0.81,120.304,9999
sh600697,欧亚集团,7.0,-7.3,-3.28,301.879,9999
sh601919,中国远洋,1.9,0.2,-3.91,260.715,9999
sz002732,燕塘乳业,3.1,-1.4,-1.12,2044.21,9999
sh603636,南威软件,1.0,0.6,-2.74,866.29,9999
sh600208,新湖中宝,1.8,2.2,-3.17,128.852,9999
sh600337,美克家居,3.0,-0.5,-0.12,293.201,9999
sz002166,莱茵生物,6.1,1.4,-0.36,549.05,9999
sz002172,澳洋科技,3.1,3.0,-3.59,906.482,9999
sz000089,深圳机场,2.9,0.8,-1.46,233.374,9999
sh600795,国电电力,3.2,0.0,-2.51,720.438,9999
sz000750,国海证券,0.3,2.4,-4.08,303.378,9999
sh601727,上海电气,1.3,0.0,-0.64,364.503,9999
sh601988,中国银行,4.5,0.1,-2.42,36.9035,9999
sz002457,青龙管业,4.7,3.2,-0.56,483.454,9999
sh600880,博瑞传播,1.6,0.5,-0.53,800.92,9999
sh601908,京运通,15.5,0.4,-0.91,817.472,9999
sh600421,仰帆控股,6.5,0.4,-2.46,657.193,9999
sh600028,中国石化,4.3,-0.1,-3.94,55.5324,9999
sh600305,恒顺醋业,10.2,7.0,-0.71,317.467,9999
sz002591,恒大高新,1.3,-3.4,-1.87,491.891,9999
sh600966,博汇纸业,3.2,2.7,-3.3,565.437,9999
sz000415,渤海租赁,0.8,1.9,-0.05,180.66,9999
sz000040,宝安地产,5.3,-2.4,-0.27,449.587,9999
sh600126,杭钢股份,1.4,0.8,-1.0,269.097,9999
sh600353,旭光股份,1.2,-0.5,-3.59,436.956,9999
sh603799,华友钴业,1.0,1.7,-1.2,3196.24,9999
sh601519,大智慧,0.6,0.3,-1.51,433.923,9999
sh600237,铜峰电子,8.0,1.1,-0.29,572.996,9999
sh600367,红星发展,5.0,-6.1,-1.49,301.859,9999
sh600315,上海家化,4.9,1.8,0.0,155.707,9999
sh600654,中安消,5.6,0.2,0.0,592.641,9999
sz002084,海鸥卫浴,4.3,-1.1,-1.4,442.19,9999
sh600036,招商银行,2.1,0.1,-1.89,104.098,9999
sh600846,同济科技,3.1,1.8,-1.86,856.961,9999
sh600985,雷鸣科化,5.1,-6.7,-2.65,213.784,9999
sh600266,北京城建,15.4,0.9,-1.92,490.87,9999
sz002278,神开股份,0.6,-1.3,-1.91,549.576,9999
sz002153,石基信息,12.8,0.9,0.08,214.607,160.0
sz002293,罗莱家纺,5.4,-1.4,0.06,129.392,90.0
sz002686,亿利达,16.1,0.2,0.19,985.369,84.74
sz000796,易食股份,2.5,0.5,0.03,1184.05,83.33
sz000759,中百集团,23.9,-0.2,0.47,314.337,50.85
sh600340,华夏幸福,6.7,-0.6,0.17,93.1905,39.41
sh600058,五矿发展,12.2,0.3,0.31,673.103,39.35
sh603609,禾丰牧业,7.9,-2.4,0.28,1708.19,28.21
sz000501,鄂武商Ａ,8.1,-1.0,0.29,136.503,27.93
sh603600,永艺股份,28.3,0.3,1.06,3875.7,26.7
sz002711,欧浦钢网,1.6,-2.2,0.06,984.872,26.67
sh600721,百花村,9.8,1.4,0.39,212.673,25.13
sz000617,石油济柴,9.5,-4.0,0.38,229.988,25.0
sh603399,新华龙,14.3,-0.1,0.61,922.555,23.44
sz002112,三变科技,8.6,4.8,0.37,724.304,23.24
sz000538,云南白药,9.0,0.9,0.41,92.0772,21.95
sz002372,伟星新材,6.7,-2.3,0.31,86.6815,21.61
sz002037,久联发展,17.1,0.2,0.85,267.788,20.12
sz000407,胜利股份,6.4,-1.5,0.33,537.652,19.39
sh600458,时代新材,5.0,0.6,0.26,454.681,19.23
sz000570,苏常柴Ａ,5.0,1.8,0.27,480.153,18.52
sh600648,外高桥,10.5,0.0,0.57,220.372,18.42
sz002381,双箭股份,7.0,-0.3,0.39,755.418,17.95
sh601000,唐山港,10.7,1.4,0.64,337.748,16.72
sz002229,鸿博股份,13.7,4.1,0.84,778.356,16.31
sz000969,安泰科技,3.4,0.5,0.21,338.876,16.19
sz002360,同德化工,7.6,-5.6,0.48,571.349,15.83
sz002035,华帝股份,5.7,-3.0,0.4,331.247,14.25
sh600612,老凤祥,28.4,-2.8,2.12,79.1451,13.4
sz000663,永安林业,8.9,-5.5,0.68,491.348,13.09
sh603099,长白山,1.0,-2.2,0.08,1652.34,12.5
sz002013,中航机电,5.1,0.3,0.41,429.603,12.44
sz002529,海源机械,1.6,-2.0,0.13,652.611,12.31
sh600415,小商品城,4.1,0.4,0.35,290.482,11.71
sh600733,S前锋,58.4,13.3,4.99,58.8988,11.7
sz002551,尚荣医疗,13.1,-1.6,1.16,415.554,11.29
sz000962,东方钽业,3.7,0.0,0.33,378.732,11.21
sh601800,中国交建,3.4,-0.1,0.33,85.3847,10.3
sh600418,江淮汽车,4.3,2.9,0.42,373.966,10.24
sh600035,楚天高速,14.6,0.4,1.43,452.305,10.21
sz002017,东信和平,8.3,4.3,0.84,620.055,9.88
sh600511,国药股份,12.8,-1.6,1.3,340.854,9.85
sz002584,西陇化工,5.3,-1.3,0.54,500.397,9.81
sz002423,中原特钢,12.1,0.9,1.26,206.404,9.6
sh600562,国睿科技,5.2,1.9,0.55,190.056,9.45
sz000587,金叶珠宝,7.9,2.8,0.84,921.602,9.4
sh600425,青松建化,13.7,-0.9,1.46,277.365,9.38
sz000883,湖北能源,91.2,2.0,9.98,280.099,9.14
sh600638,新黄浦,9.4,0.2,1.04,299.004,9.04
sh600549,厦门钨业,6.1,0.3,0.68,906.527,8.97
sh600685,广船国际,11.9,-1.0,1.33,221.763,8.95
sz000815,*ST美利,44.3,3.5,4.99,932.739,8.88
sz000589,黔轮胎Ａ,3.6,1.4,0.41,410.406,8.78
sz002071,长城影视,1.7,0.3,0.2,667.364,8.5
sh600711,盛屯矿业,11.8,0.0,1.39,1744.56,8.49
sz000626,如意集团,85.0,10.9,10.01,23.6453,8.49
sz002292,奥飞动漫,3.1,0.1,0.37,312.892,8.38
sz002688,金河生物,6.6,-4.9,0.8,881.892,8.25
sz000670,盈方微,10.1,0.7,1.23,1207.8,8.21
sz000404,华意压缩,16.9,-1.5,2.09,597.256,8.09
sh600393,东华实业,13.6,-0.9,1.74,378.662,7.82
sh600182,S佳通,38.9,5.5,4.99,427.38,7.8
sz000613,大东海A,12.2,-5.0,1.58,640.897,7.72
sz002169,智光电气,77.1,9.9,9.99,441.733,7.72
sh600527,江南高纤,9.8,1.1,1.28,649.93,7.66
sz002609,捷顺科技,9.1,1.2,1.2,777.695,7.58
sh600744,华银电力,3.2,-0.2,0.43,2070.56,7.44
sz002555,顺荣三七,74.4,0.9,10.0,813.226,7.44
sz002413,常发股份,10.9,-5.0,1.47,241.164,7.41
sh600278,东方创业,10.3,0.0,1.4,172.642,7.36
sz000910,大亚科技,14.9,-3.6,2.03,266.411,7.34
sz002600,江粉磁材,7.0,2.0,0.97,2907.19,7.22
sz002045,国光电器,9.8,-0.2,1.37,768.866,7.15
sz000856,冀东装备,10.2,-0.2,1.43,510.328,7.13
sh600559,老白干酒,13.2,-4.8,1.86,235.749,7.1
sh603898,好莱客,13.4,-4.4,1.9,828.653,7.05
sh601989,中国重工,8.4,0.0,1.2,361.092,7.0
sz002612,朗姿股份,69.9,21.1,10.0,9.35715,6.99
sz002462,嘉事堂,10.3,-6.8,1.5,410.016,6.87
sz002491,通鼎互联,68.3,1.3,10.01,896.961,6.82
sz000511,烯碳新材,7.0,1.2,1.06,969.929,6.6
sz002713,东易日盛,7.1,-1.3,1.08,413.535,6.57
sh600877,中国嘉陵,8.6,1.8,1.31,723.859,6.56
sz002614,蒙发利,26.9,6.0,4.15,370.705,6.48
sz002357,富临运业,64.8,27.3,10.01,25.3057,6.47
sh600754,锦江股份,13.2,0.5,2.07,246.524,6.38
sh603611,诺力股份,3.7,-3.5,0.58,1192.94,6.38
sz002384,东山精密,13.7,-1.0,2.17,272.167,6.31
sz000078,海王生物,10.1,-0.7,1.62,831.599,6.23
sz000561,烽火电子,7.1,0.5,1.15,310.617,6.17
sh600503,华丽家族,61.7,20.5,10.02,22.7627,6.16
sz002530,丰东股份,7.9,-1.4,1.29,404.149,6.12
sz002066,瑞泰科技,11.2,1.5,1.83,537.81,6.12
sz000065,北方国际,4.2,-2.4,0.69,307.207,6.09
sh600983,惠而浦,13.3,-2.8,2.23,235.436,5.96
sz002613,北玻股份,10.4,-1.1,1.75,731.556,5.94
sz002333,罗普斯金,6.3,2.4,1.07,340.649,5.89
sz002067,景兴纸业,5.7,3.9,0.97,651.064,5.88
sh600848,自仪股份,3.7,-1.0,0.63,378.711,5.87
sh603789,星光农机,57.2,7.0,10.0,820.601,5.72
sh600230,沧州大化,2.4,1.8,0.42,296.635,5.71
sz002548,金新农,56.7,37.1,9.99,32.631,5.68
sz000768,中航飞机,9.1,0.9,1.62,256.378,5.62
sz002575,群兴玩具,11.3,-5.1,2.02,464.806,5.59
sz002131,利欧股份,55.9,31.4,10.0,17.4666,5.59
sz002011,盾安环境,14.7,1.6,2.64,837.564,5.57
sh600184,光电股份,14.0,3.3,2.58,269.03,5.43
sh600010,包钢股份,13.5,0.0,2.51,978.097,5.38
sh600359,新农开发,7.8,3.0,1.46,386.465,5.34
sh600200,江苏吴中,1.7,-0.1,0.32,462.314,5.31
sz001896,豫能控股,15.2,6.9,2.89,150.144,5.26
sz002545,东方铁塔,10.0,-2.1,1.92,548.873,5.21
sz000789,万年青,3.6,-2.1,0.7,305.415,5.14
sh600438,通威股份,51.4,38.2,10.03,17.6305,5.12
sz002494,华斯股份,50.9,5.3,9.98,1558.02,5.1
sz002365,永安药业,6.7,0.6,1.32,559.288,5.08
sh600819,耀皮玻璃,39.5,1.7,7.78,883.11,5.08
sh603997,继峰股份,50.9,6.2,10.01,3269.44,5.08
sh603766,XD隆鑫通,10.8,0.6,2.17,454.366,4.98
sz002161,远 望 谷,14.1,2.4,2.83,1198.06,4.98
sh600150,中国船舶,4.5,0.2,0.91,247.692,4.95
sh600808,马钢股份,8.3,1.1,1.69,450.466,4.91
sh600778,友好集团,4.8,0.1,0.98,759.435,4.9
sh600687,刚泰控股,17.8,-1.3,3.66,575.746,4.86
sh603168,莎普爱思,17.2,1.7,3.55,890.963,4.85
sz002095,生 意 宝,13.2,1.3,2.73,795.82,4.84
sz000823,超声电子,9.3,3.5,1.94,948.034,4.79
sz002473,圣莱达,10.9,-4.3,2.28,502.523,4.78
sz002698,博实股份,47.7,26.0,9.99,74.342,4.77
sh600676,交运股份,4.9,0.1,1.03,325.998,4.76
sz002654,万润科技,19.1,-0.9,4.08,332.032,4.68
sh603703,盛洋科技,46.6,12.5,10.0,793.533,4.66
sh601608,中信重工,46.4,42.6,9.97,23.6144,4.65
sh600351,亚宝药业,11.3,-0.9,2.44,525.788,4.63
sh600523,贵航股份,7.5,0.9,1.64,511.938,4.57
sh601600,中国铝业,44.4,0.6,9.79,1063.63,4.54
sh601877,正泰电器,10.3,2.7,2.27,63.808,4.54
sh600833,第一医药,11.9,1.2,2.65,287.219,4.49
sh600488,天药股份,3.0,1.5,0.67,471.853,4.48
sh600031,三一重工,7.1,0.1,1.6,283.807,4.44
sz002348,高乐股份,13.1,-1.7,2.96,346.909,4.43
sz000546,金圆股份,17.8,-0.3,4.06,1357.33,4.38
sz000927,*ST夏利,7.6,-0.6,1.75,126.985,4.34
sh601369,陕鼓动力,6.1,1.2,1.41,184.182,4.33
sh600571,信雅达,43.0,2.1,10.0,383.022,4.3
sz000735,罗 牛 山,13.1,-0.3,3.05,930.935,4.3
sh600810,神马股份,3.6,-2.1,0.84,335.329,4.29
sh600446,金证股份,10.1,-0.5,2.36,169.041,4.28
sz002179,中航光电,6.0,5.3,1.41,190.066,4.26
sh600655,豫园商城,2.7,0.0,0.64,359.158,4.22
sh600640,号百控股,9.8,-0.5,2.32,351.661,4.22
sh601007,金陵饭店,12.6,-1.6,3.0,234.592,4.2
sz000876,新 希 望,6.2,0.3,1.48,495.985,4.19
sz000948,南天信息,6.0,3.8,1.44,722.53,4.17
sz002049,同方国芯,4.9,-0.9,1.18,312.374,4.15
sz002296,辉煌科技,6.8,0.2,1.65,1631.97,4.12
sz000976,*ST春晖,20.3,8.4,4.97,474.09,4.08
sh600552,方兴科技,4.0,1.3,0.98,278.579,4.08
sh600876,洛阳玻璃,40.4,10.4,10.03,525.103,4.03
sh603025,大豪科技,40.3,6.3,9.99,2028.89,4.03
sz000920,南方汇通,12.3,0.0,3.07,392.185,4.01
sh600768,宁波富邦,12.9,5.6,3.22,367.789,4.01
sz002592,八菱科技,39.9,3.7,9.99,677.838,3.99
sh600845,宝信软件,13.3,-1.5,3.34,143.534,3.98
sz002546,新联电子,13.7,-1.3,3.45,434.532,3.97
sz000425,徐工机械,5.8,0.3,1.46,243.67,3.97
sz002456,欧菲光,8.3,-0.7,2.09,573.05,3.97
sz000717,韶钢松山,7.8,-1.2,1.98,554.211,3.94
sz000166,申万宏源,3.1,0.5,0.79,569.596,3.92
sz002649,博彦科技,5.5,-0.6,1.41,629.544,3.9
sh601515,东风股份,10.7,-2.5,2.76,191.675,3.88
sh600313,农发种业,19.4,1.2,5.07,537.256,3.83
sz000586,汇源通信,38.0,3.0,10.01,1243.31,3.8
sh603555,贵人鸟,11.6,3.7,3.07,470.547,3.78
sh600272,开开实业,13.5,3.2,3.58,436.379,3.77
sz002629,仁智油服,4.1,-1.5,1.09,1012.66,3.76
sh600435,北方导航,37.5,1.6,10.01,462.016,3.75
sz002752,昇兴股份,37.5,6.2,10.01,1169.18,3.75
sh600075,新疆天业,11.3,2.0,3.02,583.815,3.74
sz002352,鼎泰新材,5.8,-6.1,1.56,451.98,3.72
sz002197,证通电子,37.1,3.1,10.0,651.931,3.71
sz000701,厦门信达,37.0,4.7,10.01,1137.36,3.7
sz002046,轴研科技,11.0,5.1,2.98,647.898,3.69
sz000767,漳泽电力,9.8,0.4,2.66,1365.77,3.68
sz002450,康得新,5.3,-0.3,1.44,221.826,3.68
sh600618,氯碱化工,9.1,0.7,2.47,213.605,3.68
sz000430,张家界,10.6,3.0,2.9,640.073,3.66
sz000678,襄阳轴承,9.7,4.5,2.66,495.805,3.65
sz000793,华闻传媒,33.2,0.3,9.1,1475.83,3.65
sz000802,北京文化,6.7,2.4,1.84,341.105,3.64
sz002536,西泵股份,12.8,-0.2,3.52,1166.62,3.64
sz002364,中恒电气,7.9,1.5,2.18,221.43,3.62
sz002210,飞马国际,17.3,-0.4,4.83,184.332,3.58
sh600882,华联矿业,35.9,5.7,10.04,1032.18,3.58
sz002034,美 欣 达,19.3,5.8,5.39,550.964,3.58
sh600531,豫光金铅,5.3,-2.6,1.49,654.331,3.56
sh600666,西南药业,11.4,4.3,3.2,361.36,3.56
sz002466,天齐锂业,8.6,1.2,2.42,462.055,3.55
sz002410,广联达,35.5,2.4,10.0,564.673,3.55
sh601599,鹿港科技,18.7,2.7,5.27,400.245,3.55
sh600535,天士力,2.9,-0.1,0.82,156.715,3.54
sz002714,牧原股份,4.8,7.4,1.36,151.958,3.53
sh600257,大湖股份,12.0,-0.3,3.42,728.283,3.51
sz002465,海格通信,6.1,0.1,1.74,550.574,3.51
sz000975,银泰资源,12.9,0.1,3.69,530.823,3.5
sz002204,大连重工,12.8,3.3,3.67,292.335,3.49
sz002246,北化股份,4.8,4.4,1.38,291.258,3.48
sz002098,浔兴股份,34.9,1.9,10.02,798.326,3.48
sh600478,科力远,3.4,-0.9,0.98,220.224,3.47
sz002047,宝鹰股份,5.1,1.0,1.48,541.413,3.45
sh600499,科达洁能,10.6,-0.4,3.07,421.16,3.45
sh600420,现代制药,25.5,3.0,7.42,359.963,3.44
sh600399,抚顺特钢,15.8,-0.3,4.63,622.273,3.41
sz002738,中矿资源,6.3,1.6,1.85,2944.6,3.41
sh600781,辅仁药业,5.3,-3.3,1.57,326.494,3.38
sz002563,森马服饰,17.4,-0.7,5.16,100.717,3.37
sz000803,金宇车城,13.2,3.9,3.95,649.196,3.34
sz000017,深中华A,32.6,4.4,9.82,874.364,3.32
sz002158,汉钟精机,19.7,-1.3,5.95,268.599,3.31
sz002510,天汽模,22.8,0.3,6.97,1302.55,3.27
sz000911,南宁糖业,9.3,5.9,2.86,531.438,3.25
sh600116,三峡水利,7.8,0.8,2.41,645.763,3.24
sh603315,福鞍股份,32.4,7.7,10.01,1426.36,3.24
sh600433,冠豪高新,12.1,1.2,3.77,271.196,3.21
sz002103,广博股份,22.3,4.9,6.94,1064.95,3.21
sh600354,敦煌种业,11.0,-1.1,3.44,774.862,3.2
sz002449,国星光电,0.7,-0.3,0.22,423.31,3.18
sz002171,精诚铜业,31.7,61.5,9.98,28.3787,3.18
sz000953,河池化工,11.2,-1.4,3.52,408.975,3.18
sh603788,宁波高发,31.7,4.9,10.0,2485.56,3.17
sh600482,风帆股份,19.4,-0.1,6.13,923.287,3.16
sh600663,陆家嘴,31.6,1.3,10.01,244.594,3.16
sh600761,安徽合力,13.2,1.0,4.19,541.405,3.15
sz000713,丰乐种业,18.2,-0.8,5.8,1061.09,3.14
sh600650,锦江投资,7.8,0.0,2.49,514.64,3.13
sh603021,山东华鹏,31.3,8.8,10.0,1404.99,3.13
sz000683,远兴能源,7.9,0.1,2.53,724.737,3.12
sh600731,湖南海利,31.0,3.4,10.02,933.413,3.09
sz002706,良信电器,30.9,7.3,9.99,1710.8,3.09
sz002162,斯米克,11.2,0.2,3.64,856.276,3.08
sz000525,红 太 阳,4.0,6.7,1.3,204.676,3.08
sz002412,汉森制药,10.6,0.4,3.45,330.928,3.07
sh600528,中铁二局,30.7,0.5,10.0,1300.27,3.07
sz000418,小天鹅Ａ,4.4,-0.1,1.44,200.972,3.06
sz000633,合金投资,11.1,-1.5,3.63,418.026,3.06
sh600481,双良节能,5.1,1.0,1.67,300.227,3.05
sh600993,马应龙,7.9,-0.1,2.62,375.683,3.02
sh600139,西部资源,6.9,-0.4,2.29,354.982,3.01
sz000536,华映科技,10.7,1.2,3.56,1727.96,3.01
sz002556,辉隆股份,9.7,0.7,3.22,583.046,3.01
sh601226,华电重工,19.0,0.6,6.31,1571.58,3.01
sh600306,商业城,4.9,-1.1,1.63,284.059,3.01
sz002385,大北农,8.8,0.6,2.93,1025.93,3.0
sh601038,一拖股份,3.2,1.9,1.07,1108.56,2.99
sz002322,理工监测,8.9,0.6,2.99,419.415,2.98
sh603009,北特科技,29.6,46.8,9.99,120.906,2.96
sz002708,光洋股份,13.0,-0.7,4.4,1115.08,2.95
sh600207,安彩高科,6.9,0.7,2.34,845.709,2.95
sz002657,中科金财,10.8,0.5,3.66,787.841,2.95
sh600836,界龙实业,29.5,2.1,10.02,1063.79,2.94
sz002126,银轮股份,5.6,1.0,1.91,854.914,2.93
sz002075,沙钢股份,29.2,2.4,9.99,309.843,2.92
sz000005,世纪星源,29.1,55.6,9.98,22.8172,2.92
sh603808,歌力思,29.0,3.6,10.01,3017.57,2.9
sz002163,中航三鑫,4.3,2.4,1.5,272.518,2.87
sz002151,北斗星通,13.4,0.3,4.67,1443.2,2.87
sh600760,中航黑豹,4.9,1.0,1.71,696.372,2.87
sz000819,岳阳兴长,28.6,3.9,10.0,308.223,2.86
sz000933,神火股份,4.4,2.9,1.55,295.142,2.84
sh600565,迪马股份,28.1,2.1,9.96,832.448,2.82
sh600824,益民集团,1.8,0.2,0.64,371.803,2.81
sz002235,安妮股份,7.5,-1.7,2.67,600.418,2.81
sz000593,大通燃气,11.6,2.4,4.14,2303.46,2.8
sh600794,保税科技,5.2,0.4,1.86,644.713,2.8
sz002477,雏鹰农牧,3.1,0.7,1.11,318.709,2.79
sh600316,洪都航空,15.1,0.1,5.41,622.319,2.79
sh600158,中体产业,15.1,0.1,5.42,1025.65,2.79
sz002145,中核钛白,12.8,3.2,4.62,1563.46,2.77
sz002709,天赐材料,8.0,-2.1,2.9,977.113,2.76
sz000592,平潭发展,5.2,-1.3,1.9,417.859,2.74
sh600588,用友网络,10.8,0.1,3.95,334.75,2.73
sz002615,哈尔斯,10.4,-0.6,3.83,799.659,2.72
sz000756,新华制药,27.2,4.9,9.99,958.529,2.72
