symbol,name,moneyflow incoming ratio (%),price change ratio (%),turnover,superbig_angle
sh600302,标准股份,-13.777532900275618,-0.362647,469.983,-94.6577
sh600305,恒顺醋业,24.437505175558165,1.0518100000000001,129.898,85.6655
sh600306,商业城,59.78283523086974,10.0,719.028,73.5674
sh600307,酒钢宏兴,13.850576220066921,0.0,541.543,90.0
sh600308,华泰股份,4.716682428216744,3.4050200000000004,287.862,47.0092
sh600309,万华化学,-4.109318855503268,1.17302,85.8139,-63.1893
sh600310,桂东电力,6.0186704929878205,4.23879,250.179,69.5421
sh600311,荣华实业,4.296538603367059,3.36134,343.593,41.1359
sh600312,平高电气,-5.665473554740745,2.46427,199.733,-70.8756
sh600313,农发种业,3.371082790513359,3.87216,222.637,-5.14392
sh600315,上海家化,-2.690448859127636,0.561041,126.755,-84.6888
sh600316,洪都航空,-3.1774605585515454,2.69453,439.234,-63.8271
sh600317,营口港,2.8996011258931156,3.80435,242.421,-14.024
sh600318,巢东股份,13.608679928369083,7.43056,488.908,43.9075
sh600320,振华重工,-3.364743105882926,2.87141,243.749,-70.066
sh600321,国栋建设,-2.151221060890167,2.5041700000000002,327.995,-13.8466
sh600322,天房发展,1.0521841927366102,3.61991,295.439,-23.1427
sh600323,瀚蓝环境,-7.544518757808567,2.80269,220.463,-55.6098
sh600325,华发股份,-1.6439288773695997,2.67857,359.424,-63.0983
sh600326,西藏天路,15.37190806542586,7.170999999999999,485.113,67.2345
sh600327,大东方,2.3651747967839953,4.91525,296.983,49.7766
sh600328,兰太实业,5.6479691469253215,3.21347,285.157,65.5201
sh600329,中新药业,-0.24589722279269205,2.23314,163.039,24.7539
sh600330,天通股份,8.48542308440453,8.06546,995.836,34.4561
sh600331,宏达股份,-6.85591900035892,3.69458,283.73,-49.7111
sh600332,白云山,8.802308512153568,2.13263,137.777,72.6017
sh600333,长春燃气,0.7271540719183831,2.18038,302.349,-51.0599
sh600335,国机汽车,-0.6185806750997714,1.10535,83.9755,-46.2122
sh600336,澳柯玛,15.051712233438497,3.52201,225.228,60.5004
sh600337,美克家居,0.5791211983972566,3.14061,149.67,1.8919
sh600338,西藏珠峰,5.610275116376957,5.71692,1013.84,33.6404
sh600339,天利高新,14.07009415106506,8.40046,572.851,36.2329
sh600340,华夏幸福,-8.771768038608666,0.305188,90.0093,-87.5043
sh600343,航天动力,3.3788405558176358,3.65256,301.424,41.7909
sh600345,长江通信,7.3308048972386395,3.8,239.681,12.7051
sh600348,阳泉煤业,-5.284264918772288,3.1729800000000004,165.519,-49.268
sh600350,山东高速,14.582672841554242,8.35777,93.3827,17.0346
sh600351,亚宝药业,2.3069407790639787,4.26421,299.595,37.0988
sh600352,浙江龙盛,-0.08788801610909583,2.0718199999999998,299.454,-17.3439
sh600353,旭光股份,4.26776470686171,3.3628299999999998,256.526,65.1526
sh600354,敦煌种业,-2.681510182796247,2.7551,254.768,-63.0246
sh600355,精伦电子,3.0170303964705605,7.56757,533.774,8.87169
sh600356,恒丰纸业,6.638900172382485,3.3389,535.35,49.5585
sh600358,国旅联合,14.198218298734208,8.05501,694.082,39.4593
sh600359,新农开发,-6.429429623276703,2.52101,187.35,-33.2736
sh600360,华微电子,4.633015555941527,4.7752799999999995,419.666,55.4924
sh600361,华联综超,7.8242637216542095,3.20856,212.138,39.3389
sh600362,江西铜业,3.043513488184131,1.6818199999999999,192.553,64.4516
sh600363,联创光电,7.056547755268329,5.51724,454.755,38.7513
sh600365,通葡股份,7.401960691670148,8.18784,703.138,25.3329
sh600366,宁波韵升,9.628646195906294,8.854529999999999,507.779,45.7385
sh600367,红星发展,-3.8273952223422962,3.08039,235.05,-44.7868
sh600368,五洲交通,19.24808834040843,3.1680399999999995,414.029,72.1508
sh600369,西南证券,-13.640253552301376,0.126103,276.619,-89.4374
sh600370,三房巷,-3.0104133713964094,4.0,149.288,29.2799
sh600372,中航电子,0.7872216429931177,2.02553,126.283,15.9077
sh600373,中文传媒,6.025292946135821,3.62986,115.978,25.262
sh600375,华菱星马,5.731794478623194,4.58599,659.189,14.9787
sh600376,首开股份,-3.228039674549446,2.75093,345.43,-58.9991
sh600377,宁沪高速,4.023872565392293,2.3199,30.1798,39.2627
sh600378,天科股份,1.058238539904965,2.27681,127.758,-56.3078
sh600379,宝光股份,15.773026091966663,4.44753,218.809,62.1036
sh600380,健康元,2.28812283602359,1.77427,341.577,47.3945
sh600381,贤成矿业,2.0886492003635633,6.91544,320.943,21.7844
sh600383,金地集团,-6.669126073871354,1.2112,166.297,-77.0029
sh600385,山东金泰,-17.433201172433336,1.1841300000000001,218.02,-82.3606
sh600386,北巴传媒,2.570511578520444,2.86713,195.715,-45.7613
sh600387,海越股份,-5.202090664391426,2.21048,372.06,-74.6368
sh600388,龙净环保,15.26507996949746,4.45166,374.195,67.4454
sh600389,江山股份,1.2183045546899196,1.50909,113.702,-58.3042
sh600390,金瑞科技,3.320448541235135,2.07914,404.897,-66.1643
sh600391,成发科技,7.708637815918051,-0.186532,440.13,93.2504
sh600392,盛和资源,4.569202567384596,1.3076,363.684,56.405
sh600393,东华实业,3.2493449009519533,5.11022,194.133,-47.7646
sh600395,盘江股份,0.3035390844693042,4.17021,144.46,-4.6681
sh600396,金山股份,-0.28355410980754414,3.79085,330.711,-43.5397
sh600397,安源煤业,-4.879093385420037,4.375,581.9,-37.9733
sh600398,海澜之家,8.6479580231387,2.7188299999999996,76.7341,62.5694
sh600399,抚顺特钢,-5.993936528322365,3.4064200000000002,434.419,-63.1766
sh600400,红豆股份,13.992965809457939,6.8203700000000005,310.572,60.4351
sh600403,大有能源,2.2025688467571225,3.1856000000000004,39.5945,0.0
sh600405,动力源,4.42370541070205,3.4321400000000004,657.564,30.178
sh600406,国电南瑞,-2.7540751569327675,2.7259700000000002,237.247,-44.3989
sh600409,三友化工,6.169404859339432,4.4289000000000005,275.466,61.1986
sh600410,华胜天成,19.962981849663873,3.7837799999999997,1008.91,78.4999
sh600416,湘电股份,0.7213397138754682,2.1301799999999997,129.976,9.60515
sh600418,江淮汽车,1.7178926859654078,1.78444,406.224,-72.6655
sh600419,天润乳业,17.83057426613346,4.61175,215.025,-32.0031
sh600420,现代制药,13.645055210667403,5.84767,197.415,24.8148
sh600421,仰帆控股,10.651166160670144,3.46715,138.943,57.1598
sh600422,昆药集团,6.277239220602818,3.01396,197.159,68.8812
sh600423,柳化股份,3.9924560171569685,1.91693,187.844,55.2442
sh600425,青松建化,1.308397271868465,3.5928099999999996,205.158,3.47043
sh600426,华鲁恒升,4.17084609764633,2.7334899999999998,258.47,-18.797
sh600428,中远航运,6.824855266135057,4.91968,451.608,52.5031
sh600429,三元股份,4.9967245651259935,2.60782,115.723,65.3221
sh600432,吉恩镍业,0.37384050568920424,2.1547,287.171,18.32
sh600433,冠豪高新,2.31332058276464,3.27576,120.431,5.45911
sh600435,北方导航,14.224346570935115,9.91471,490.372,53.4426
sh600436,片仔癀,22.00666529844842,8.32442,293.732,59.7262
sh600439,瑞贝卡,-3.3634948601435926,3.5993700000000004,260.968,-24.2537
sh600446,金证股份,12.051036811705023,3.9323499999999996,235.71,68.1328
sh600448,华纺股份,-3.913429443641086,4.01506,326.11,-13.5405
sh600449,宁夏建材,0.9271449121392944,1.7134,175.609,0.0
sh600452,涪陵电力,5.00619135463522,3.05206,221.552,-38.4566
sh600455,博通股份,6.429403967728066,5.34183,313.106,-60.4569
sh600456,宝钛股份,-1.5966653255923602,2.5652600000000003,179.807,-42.9836
sh600458,时代新材,-2.5935522985634623,3.16742,233.371,-58.937
sh600459,贵研铂业,3.458907468003219,3.2154299999999996,238.54,16.607
sh600460,士兰微,4.780827972825897,3.33333,253.411,59.2079
sh600462,石岘纸业,-5.299033665498345,3.7716600000000002,222.172,-64.1184
sh600463,空港股份,2.1267445628734114,5.09225,229.857,21.1037
sh600466,蓝光发展,2.111413392226127,4.8321000000000005,273.51,-11.9168
sh600467,好当家,-0.4566105595017314,2.39899,237.611,-43.4417
sh600468,百利电气,0.8754655710933125,2.53298,98.6124,16.174
sh600469,风神股份,-5.227109675764807,2.43902,164.636,-69.0046
sh600470,六国化工,6.7948650852531545,4.7070099999999995,589.445,49.7127
sh600475,华光股份,7.280228649459669,2.51572,176.11,0.0
sh600476,湘邮科技,17.309158132862212,5.70728,502.59,67.0177
sh600477,杭萧钢构,1.473912211115524,3.4421899999999996,235.497,21.6543
sh600478,科力远,6.424137756674947,4.6913599999999995,177.658,65.8247
sh600479,千金药业,2.2074197377191864,1.96706,244.691,-58.3924
sh600480,凌云股份,-7.781710138317988,2.82622,289.581,-54.5953
sh600481,双良节能,-0.3543487050995236,0.266809,294.104,-66.1951
sh600482,风帆股份,3.8571542849968825,5.27937,397.983,7.07516
sh600483,福能股份,-1.1792822133486636,1.82803,550.449,-34.7922
sh600485,信威集团,13.46421171909389,9.91142,704.679,54.5179
sh600486,扬农化工,-8.905354827832758,1.8611099999999998,133.812,-54.253
sh600488,天药股份,1.2073186520364374,3.7830999999999997,241.102,54.0863
sh600489,中金黄金,0.7780914886702232,1.47472,253.501,41.5309
sh600490,鹏欣资源,4.0194116134861995,5.37022,627.495,17.9769
sh600491,龙元建设,9.930956726095214,10.0392,441.332,48.767
sh600493,凤竹纺织,-10.040500769007481,3.40993,375.108,-51.3021
sh600495,晋西车轴,0.28793920915197857,3.8164499999999997,430.918,-29.4972
sh600496,精工钢构,4.8904074459684335,5.26316,261.208,3.41764
sh600497,驰宏锌锗,-5.821621990306834,1.83486,198.073,-55.5861
sh600498,烽火通信,20.385285118366845,5.22088,226.554,74.8847
sh600499,科达洁能,9.930230390288822,3.5390900000000003,219.111,66.5547
sh600500,中化国际,-0.059935339414470316,2.18978,228.582,-14.4258
sh600501,航天晨光,0.2858656429236204,3.95103,221.423,33.5263
sh600502,安徽水利,3.3694071468235323,4.67721,376.232,13.9172
sh600503,华丽家族,13.438779371796194,10.062100000000001,4.22994,0.0
sh600505,西昌电力,0.35799492382846326,1.29534,301.728,-1.51255
sh600506,香梨股份,8.70695025039144,5.483169999999999,334.584,-26.5294
sh600507,方大特钢,3.283696648507993,3.66492,158.322,4.47957
sh600508,上海能源,-0.9541738801240741,3.37171,156.295,-14.7164
sh600509,天富能源,3.1056103485242548,2.07641,230.402,-59.6626
sh600510,黑牡丹,-0.4592771519517101,2.20913,101.605,-62.6989
sh600511,国药股份,2.430957427638445,1.9656,216.853,-27.7855
sh600512,腾达建设,12.423702783872587,10.0,520.188,47.7684
sh600513,联环药业,-0.5308467797506221,6.285309999999999,540.797,-21.1599
sh600515,海岛建设,4.834970947158776,4.64316,394.857,4.68652
sh600517,置信电气,0.8173413094974735,2.68256,160.673,-1.05504
sh600518,康美药业,-4.9030965495087155,1.71625,275.695,-74.7201
sh600519,贵州茅台,2.290277099142542,3.7725099999999996,50.6179,53.882
sh600520,中发科技,22.870527273113375,9.2452,501.808,57.3749
sh600521,华海药业,-6.948691192727768,1.4432,113.719,-73.9177
sh600523,贵航股份,0.024409732486309545,2.1114100000000002,172.965,-56.1267
sh600525,长园集团,-13.3771026309024,1.48011,117.473,-25.4595
sh600526,菲达环保,9.359293579057674,6.0185200000000005,1258.16,56.0538
sh600527,江南高纤,2.9634866713610286,3.10479,349.453,-0.845347
sh600528,中铁二局,3.6739670777490545,3.84054,528.857,37.1297
sh600529,山东药玻,10.640118947360158,6.56231,680.096,46.6611
sh600530,交大昂立,13.984351238488358,5.85735,235.21,29.2662
sh600531,豫光金铅,-0.6872933585627984,3.1610899999999997,225.025,17.2702
sh600532,宏达矿业,-18.01019771375562,1.9748700000000001,365.683,-75.6016
sh600533,栖霞建设,-4.756529081798948,1.80033,226.941,0.218342
sh600535,天士力,-3.9839890851912787,1.27986,115.195,-19.0315
sh600536,中国软件,13.24977799746856,6.271069999999999,861.574,60.6922
sh600537,亿晶光电,-1.8734251128767396,3.3714,283.351,-42.4974
sh600538,国发股份,-2.4625460787660494,2.32959,1690.45,-48.7217
sh600540,新赛股份,-3.3727712832521295,4.13534,191.967,-24.2472
sh600543,莫高股份,10.276130473336147,3.28998,216.735,63.8174
sh600545,新疆城建,3.649081523958194,2.61512,531.527,44.4681
sh600546,山煤国际,3.6817924332874097,2.13371,221.905,45.2536
sh600547,山东黄金,-6.868959106634291,0.8353640000000001,182.289,-82.5865
sh600548,深高速,5.061529984633798,3.62239,67.0796,21.718
sh600549,厦门钨业,-4.774332654818207,1.9669599999999998,109.12,-65.4015
sh600550,保变电气,-4.410620972624063,3.06583,137.437,-11.0351
sh600551,时代出版,7.034681787808365,3.08642,152.556,39.4273
sh600552,方兴科技,13.666904453408863,9.14871,372.301,25.1012
